counts	precmz	delta_mass	delta_mass_r2	delta_MF_final	delta_MF_unique_combination
2	513.29999	351.18749	351.19	C19H29NO3S	CHNOS
2	513.29993	351.18743	351.19	C19H29NO3S	CHNOS
2	513.30011	351.18761	351.19	C19H29NO3S	CHNOS
2	513.29999	351.18749	351.19	C19H29NO3S	CHNOS
2	513.30005	351.18755	351.19	C19H29NO3S	CHNOS
2	513.30005	351.18755	351.19	C19H29NO3S	CHNOS
2	513.30005	351.18755	351.19	C19H29NO3S	CHNOS
2	513.30096	351.18846	351.19	C19H29NO3S	CHNOS
2	513.30029	351.18779	351.19	C19H29NO3S	CHNOS
2	513.30023	351.18773	351.19	C19H29NO3S	CHNOS
2	513.30035	351.18785	351.19	C19H29NO3S	CHNOS
2	513.30048	351.18798	351.19	C19H29NO3S	CHNOS
2	513.30042	351.18792	351.19	C19H29NO3S	CHNOS
2	513.30048	351.18798	351.19	C19H29NO3S	CHNOS
2	513.30084	351.18834	351.19	C19H29NO3S	CHNOS
2	513.3009	351.1884	351.19	C19H29NO3S	CHNOS
2	513.30103	351.18853	351.19	C19H29NO3S	CHNOS
2	513.30139	351.18889	351.19	C19H29NO3S	CHNOS
2	513.30151	351.18901	351.19	C19H29NO3S	CHNOS
99	529.29486	367.18236	367.18	C19H29NO4S	CHNOS
115	529.2934	367.1809	367.18	C19H29NO4S	CHNOS
6	529.28998	367.17748	367.18	C19H29NO4S	CHNOS
39	529.29199	367.17949	367.18	C19H29NO4S	CHNOS
14	529.2937	367.1812	367.18	C19H29NO4S	CHNOS
12	529.29327	367.18077	367.18	C19H29NO4S	CHNOS
2	529.29272	367.18022	367.18	C19H29NO4S	CHNOS
2	529.2934	367.1809	367.18	C19H29NO4S	CHNOS
114	529.29425	367.18175	367.18	C19H29NO4S	CHNOS
2	529.2934	367.1809	367.18	C19H29NO4S	CHNOS
2	529.29352	367.18102	367.18	C19H29NO4S	CHNOS
4	529.29437	367.18187	367.18	C19H29NO4S	CHNOS
2	529.29376	367.18126	367.18	C19H29NO4S	CHNOS
9	529.2937	367.1812	367.18	C19H29NO4S	CHNOS
5	529.29584	367.18334	367.18	C19H29NO4S	CHNOS
2	529.29388	367.18138	367.18	C19H29NO4S	CHNOS
26	529.29553	367.18303	367.18	C19H29NO4S	CHNOS
2	529.29419	367.18169	367.18	C19H29NO4S	CHNOS
2	529.29419	367.18169	367.18	C19H29NO4S	CHNOS
4	529.29431	367.18181	367.18	C19H29NO4S	CHNOS
2	529.29425	367.18175	367.18	C19H29NO4S	CHNOS
2	529.29425	367.18175	367.18	C19H29NO4S	CHNOS
2	529.2948	367.1823	367.18	C19H29NO4S	CHNOS
2	529.29437	367.18187	367.18	C19H29NO4S	CHNOS
2	529.29437	367.18187	367.18	C19H29NO4S	CHNOS
2	529.29437	367.18187	367.18	C19H29NO4S	CHNOS
2	529.29443	367.18193	367.18	C19H29NO4S	CHNOS
2	529.29449	367.18199	367.18	C19H29NO4S	CHNOS
2	529.29443	367.18193	367.18	C19H29NO4S	CHNOS
2	529.29449	367.18199	367.18	C19H29NO4S	CHNOS
4	529.29462	367.18212	367.18	C19H29NO4S	CHNOS
2	529.29449	367.18199	367.18	C19H29NO4S	CHNOS
2	529.29456	367.18206	367.18	C19H29NO4S	CHNOS
2	529.29456	367.18206	367.18	C19H29NO4S	CHNOS
2	529.29456	367.18206	367.18	C19H29NO4S	CHNOS
2	529.29456	367.18206	367.18	C19H29NO4S	CHNOS
2	529.29468	367.18218	367.18	C19H29NO4S	CHNOS
2	529.29462	367.18212	367.18	C19H29NO4S	CHNOS
2	529.29462	367.18212	367.18	C19H29NO4S	CHNOS
2	529.29468	367.18218	367.18	C19H29NO4S	CHNOS
2	529.29468	367.18218	367.18	C19H29NO4S	CHNOS
2	529.2948	367.1823	367.18	C19H29NO4S	CHNOS
2	529.29468	367.18218	367.18	C19H29NO4S	CHNOS
2	529.29468	367.18218	367.18	C19H29NO4S	CHNOS
2	529.29474	367.18224	367.18	C19H29NO4S	CHNOS
2	529.29474	367.18224	367.18	C19H29NO4S	CHNOS
2	529.29486	367.18236	367.18	C19H29NO4S	CHNOS
2	529.2948	367.1823	367.18	C19H29NO4S	CHNOS
2	529.29486	367.18236	367.18	C19H29NO4S	CHNOS
2	529.29492	367.18242	367.18	C19H29NO4S	CHNOS
2	529.29492	367.18242	367.18	C19H29NO4S	CHNOS
2	529.29492	367.18242	367.18	C19H29NO4S	CHNOS
2	529.29504	367.18254	367.18	C19H29NO4S	CHNOS
2	529.2951	367.1826	367.18	C19H29NO4S	CHNOS
2	529.2951	367.1826	367.18	C19H29NO4S	CHNOS
2	529.2951	367.1826	367.18	C19H29NO4S	CHNOS
2	529.29517	367.18267	367.18	C19H29NO4S	CHNOS
2	529.29517	367.18267	367.18	C19H29NO4S	CHNOS
2	529.29517	367.18267	367.18	C19H29NO4S	CHNOS
2	529.29523	367.18273	367.18	C19H29NO4S	CHNOS
2	529.29547	367.18297	367.18	C19H29NO4S	CHNOS
2	529.29547	367.18297	367.18	C19H29NO4S	CHNOS
2	529.29553	367.18303	367.18	C19H29NO4S	CHNOS
2	529.2959	367.1834	367.18	C19H29NO4S	CHNOS
2	529.29584	367.18334	367.18	C19H29NO4S	CHNOS
2	534.33197	372.21947	372.22	C20H28N4O3	CHNO
224	553.29651	391.18401	391.18	C21H29NO4S	CHNOS
33	553.28796	391.17546	391.18	C21H29NO4S	CHNOS
1622	553.29327	391.18077	391.18	C21H29NO4S	CHNOS
1	553.28735	391.17485	391.17	C21H29NO4S	CHNOS
2	553.29413	391.18163	391.18	C21H29NO4S	CHNOS
52	553.29541	391.18291	391.18	C21H29NO4S	CHNOS
23	553.29474	391.18224	391.18	C21H29NO4S	CHNOS
2	553.28998	391.17748	391.18	C21H29NO4S	CHNOS
2	553.28998	391.17748	391.18	C21H29NO4S	CHNOS
3	553.28998	391.17748	391.18	C21H29NO4S	CHNOS
2	553.28998	391.17748	391.18	C21H29NO4S	CHNOS
2	553.28998	391.17748	391.18	C21H29NO4S	CHNOS
5	553.29462	391.18212	391.18	C21H29NO4S	CHNOS
5	553.29449	391.18199	391.18	C21H29NO4S	CHNOS
38	553.29456	391.18206	391.18	C21H29NO4S	CHNOS
136	553.29419	391.18169	391.18	C21H29NO4S	CHNOS
4	553.29535	391.18285	391.18	C21H29NO4S	CHNOS
2	553.29279	391.18029	391.18	C21H29NO4S	CHNOS
4	553.29388	391.18138	391.18	C21H29NO4S	CHNOS
23	553.29492	391.18242	391.18	C21H29NO4S	CHNOS
5	553.29303	391.18053	391.18	C21H29NO4S	CHNOS
6	553.29517	391.18267	391.18	C21H29NO4S	CHNOS
2	553.29309	391.18059	391.18	C21H29NO4S	CHNOS
2	553.2934	391.1809	391.18	C21H29NO4S	CHNOS
3	553.29364	391.18114	391.18	C21H29NO4S	CHNOS
12	553.29431	391.18181	391.18	C21H29NO4S	CHNOS
2	553.29401	391.18151	391.18	C21H29NO4S	CHNOS
2	553.29395	391.18145	391.18	C21H29NO4S	CHNOS
34	553.29456	391.18206	391.18	C21H29NO4S	CHNOS
4	553.29456	391.18206	391.18	C21H29NO4S	CHNOS
4	553.29419	391.18169	391.18	C21H29NO4S	CHNOS
2	553.29419	391.18169	391.18	C21H29NO4S	CHNOS
2	553.29419	391.18169	391.18	C21H29NO4S	CHNOS
3	553.29437	391.18187	391.18	C21H29NO4S	CHNOS
4	553.29425	391.18175	391.18	C21H29NO4S	CHNOS
2	553.29425	391.18175	391.18	C21H29NO4S	CHNOS
2	553.29425	391.18175	391.18	C21H29NO4S	CHNOS
2	553.29431	391.18181	391.18	C21H29NO4S	CHNOS
2	553.29437	391.18187	391.18	C21H29NO4S	CHNOS
2	553.29431	391.18181	391.18	C21H29NO4S	CHNOS
49	553.29584	391.18334	391.18	C21H29NO4S	CHNOS
4	553.29602	391.18352	391.18	C21H29NO4S	CHNOS
2	553.29431	391.18181	391.18	C21H29NO4S	CHNOS
2	553.29437	391.18187	391.18	C21H29NO4S	CHNOS
3	553.29602	391.18352	391.18	C21H29NO4S	CHNOS
2	553.29456	391.18206	391.18	C21H29NO4S	CHNOS
3	553.29517	391.18267	391.18	C21H29NO4S	CHNOS
2	553.29456	391.18206	391.18	C21H29NO4S	CHNOS
2	553.29462	391.18212	391.18	C21H29NO4S	CHNOS
2	553.29456	391.18206	391.18	C21H29NO4S	CHNOS
2	553.29449	391.18199	391.18	C21H29NO4S	CHNOS
2	553.29456	391.18206	391.18	C21H29NO4S	CHNOS
2	553.29449	391.18199	391.18	C21H29NO4S	CHNOS
2	553.29456	391.18206	391.18	C21H29NO4S	CHNOS
3	553.29468	391.18218	391.18	C21H29NO4S	CHNOS
2	553.29468	391.18218	391.18	C21H29NO4S	CHNOS
2	553.29462	391.18212	391.18	C21H29NO4S	CHNOS
2	553.29462	391.18212	391.18	C21H29NO4S	CHNOS
2	553.29468	391.18218	391.18	C21H29NO4S	CHNOS
2	553.2962	391.1837	391.18	C21H29NO4S	CHNOS
3	553.29474	391.18224	391.18	C21H29NO4S	CHNOS
2	553.29462	391.18212	391.18	C21H29NO4S	CHNOS
3	553.29602	391.18352	391.18	C21H29NO4S	CHNOS
2	553.29474	391.18224	391.18	C21H29NO4S	CHNOS
2	553.2948	391.1823	391.18	C21H29NO4S	CHNOS
2	553.29474	391.18224	391.18	C21H29NO4S	CHNOS
2	553.2948	391.1823	391.18	C21H29NO4S	CHNOS
2	553.2948	391.1823	391.18	C21H29NO4S	CHNOS
2	553.29547	391.18297	391.18	C21H29NO4S	CHNOS
2	553.29486	391.18236	391.18	C21H29NO4S	CHNOS
2	553.2959	391.1834	391.18	C21H29NO4S	CHNOS
2	553.29498	391.18248	391.18	C21H29NO4S	CHNOS
2	553.2951	391.1826	391.18	C21H29NO4S	CHNOS
2	553.29504	391.18254	391.18	C21H29NO4S	CHNOS
3	553.29694	391.18444	391.18	C21H29NO4S	CHNOS
2	553.29523	391.18273	391.18	C21H29NO4S	CHNOS
2	553.29529	391.18279	391.18	C21H29NO4S	CHNOS
2	553.29547	391.18297	391.18	C21H29NO4S	CHNOS
2	553.29553	391.18303	391.18	C21H29NO4S	CHNOS
2	553.29547	391.18297	391.18	C21H29NO4S	CHNOS
2	553.29572	391.18322	391.18	C21H29NO4S	CHNOS
2	553.29565	391.18315	391.18	C21H29NO4S	CHNOS
2	553.29578	391.18328	391.18	C21H29NO4S	CHNOS
5	553.29626	391.18376	391.18	C21H29NO4S	CHNOS
2	553.29602	391.18352	391.18	C21H29NO4S	CHNOS
2	553.29602	391.18352	391.18	C21H29NO4S	CHNOS
2	553.29614	391.18364	391.18	C21H29NO4S	CHNOS
3	553.29633	391.18383	391.18	C21H29NO4S	CHNOS
3	553.29633	391.18383	391.18	C21H29NO4S	CHNOS
2	553.29999	391.18749	391.19	C21H29NO4S	CHNOS
2	553.29669	391.18419	391.18	C21H29NO4S	CHNOS
3	553.2981	391.1856	391.19	C21H29NO4S	CHNOS
2	553.29999	391.18749	391.19	C21H29NO4S	CHNOS
62	555.30414	393.19164	393.19	C21H31NO4S	CHNOS
2993	555.3092	393.1967	393.2	C21H31NO4S	CHNOS
7	555.31	393.1975	393.2	C21H31NO4S	CHNOS
4	555.30902	393.19652	393.2	C21H31NO4S	CHNOS
58	555.30963	393.19713	393.2	C21H31NO4S	CHNOS
2	555.30615	393.19365	393.19	C21H31NO4S	CHNOS
2	555.3064	393.1939	393.19	C21H31NO4S	CHNOS
2	555.30713	393.19463	393.19	C21H31NO4S	CHNOS
2	555.30731	393.19481	393.19	C21H31NO4S	CHNOS
8	555.30841	393.19591	393.2	C21H31NO4S	CHNOS
2	555.30798	393.19548	393.2	C21H31NO4S	CHNOS
2	555.30817	393.19567	393.2	C21H31NO4S	CHNOS
2	555.30817	393.19567	393.2	C21H31NO4S	CHNOS
2	555.30823	393.19573	393.2	C21H31NO4S	CHNOS
2	555.31	393.1975	393.2	C21H31NO4S	CHNOS
10	555.30865	393.19615	393.2	C21H31NO4S	CHNOS
3	555.31061	393.19811	393.2	C21H31NO4S	CHNOS
2	555.30945	393.19695	393.2	C21H31NO4S	CHNOS
2	555.30865	393.19615	393.2	C21H31NO4S	CHNOS
11	555.31091	393.19841	393.2	C21H31NO4S	CHNOS
22	555.31097	393.19847	393.2	C21H31NO4S	CHNOS
5	555.31	393.1975	393.2	C21H31NO4S	CHNOS
6	555.31079	393.19829	393.2	C21H31NO4S	CHNOS
2	555.30878	393.19628	393.2	C21H31NO4S	CHNOS
2	555.30878	393.19628	393.2	C21H31NO4S	CHNOS
2	555.30884	393.19634	393.2	C21H31NO4S	CHNOS
2	555.30896	393.19646	393.2	C21H31NO4S	CHNOS
7	555.31049	393.19799	393.2	C21H31NO4S	CHNOS
2	555.30902	393.19652	393.2	C21H31NO4S	CHNOS
12	555.3111	393.1986	393.2	C21H31NO4S	CHNOS
3	555.30927	393.19677	393.2	C21H31NO4S	CHNOS
2	555.30914	393.19664	393.2	C21H31NO4S	CHNOS
2	555.30908	393.19658	393.2	C21H31NO4S	CHNOS
2	555.30914	393.19664	393.2	C21H31NO4S	CHNOS
4	555.31079	393.19829	393.2	C21H31NO4S	CHNOS
2	555.30927	393.19677	393.2	C21H31NO4S	CHNOS
2	555.30927	393.19677	393.2	C21H31NO4S	CHNOS
9	555.31036	393.19786	393.2	C21H31NO4S	CHNOS
3	555.30988	393.19738	393.2	C21H31NO4S	CHNOS
2	555.30945	393.19695	393.2	C21H31NO4S	CHNOS
2	555.30957	393.19707	393.2	C21H31NO4S	CHNOS
2	555.30957	393.19707	393.2	C21H31NO4S	CHNOS
2	555.30951	393.19701	393.2	C21H31NO4S	CHNOS
4	555.31128	393.19878	393.2	C21H31NO4S	CHNOS
2	555.30951	393.19701	393.2	C21H31NO4S	CHNOS
3	555.31049	393.19799	393.2	C21H31NO4S	CHNOS
2	555.30963	393.19713	393.2	C21H31NO4S	CHNOS
2	555.30963	393.19713	393.2	C21H31NO4S	CHNOS
4	555.30969	393.19719	393.2	C21H31NO4S	CHNOS
2	555.30969	393.19719	393.2	C21H31NO4S	CHNOS
9	555.30981	393.19731	393.2	C21H31NO4S	CHNOS
2	555.30975	393.19725	393.2	C21H31NO4S	CHNOS
5	555.31067	393.19817	393.2	C21H31NO4S	CHNOS
2	555.30981	393.19731	393.2	C21H31NO4S	CHNOS
2	555.31073	393.19823	393.2	C21H31NO4S	CHNOS
5	555.31024	393.19774	393.2	C21H31NO4S	CHNOS
2	555.30981	393.19731	393.2	C21H31NO4S	CHNOS
2	555.30981	393.19731	393.2	C21H31NO4S	CHNOS
4	555.31024	393.19774	393.2	C21H31NO4S	CHNOS
9	555.31	393.1975	393.2	C21H31NO4S	CHNOS
2	555.31	393.1975	393.2	C21H31NO4S	CHNOS
2	555.31	393.1975	393.2	C21H31NO4S	CHNOS
2	555.31	393.1975	393.2	C21H31NO4S	CHNOS
2	555.30994	393.19744	393.2	C21H31NO4S	CHNOS
2	555.30994	393.19744	393.2	C21H31NO4S	CHNOS
2	555.31	393.1975	393.2	C21H31NO4S	CHNOS
2	555.30994	393.19744	393.2	C21H31NO4S	CHNOS
2	555.31	393.1975	393.2	C21H31NO4S	CHNOS
2	555.30994	393.19744	393.2	C21H31NO4S	CHNOS
3	555.31067	393.19817	393.2	C21H31NO4S	CHNOS
3	555.31	393.1975	393.2	C21H31NO4S	CHNOS
2	555.31	393.1975	393.2	C21H31NO4S	CHNOS
2	555.31	393.1975	393.2	C21H31NO4S	CHNOS
2	555.31	393.1975	393.2	C21H31NO4S	CHNOS
2	555.31006	393.19756	393.2	C21H31NO4S	CHNOS
2	555.31006	393.19756	393.2	C21H31NO4S	CHNOS
2	555.31006	393.19756	393.2	C21H31NO4S	CHNOS
2	555.31	393.1975	393.2	C21H31NO4S	CHNOS
2	555.31018	393.19768	393.2	C21H31NO4S	CHNOS
2	555.31018	393.19768	393.2	C21H31NO4S	CHNOS
2	555.31018	393.19768	393.2	C21H31NO4S	CHNOS
2	555.31018	393.19768	393.2	C21H31NO4S	CHNOS
2	555.31018	393.19768	393.2	C21H31NO4S	CHNOS
2	555.31012	393.19762	393.2	C21H31NO4S	CHNOS
2	555.31018	393.19768	393.2	C21H31NO4S	CHNOS
2	555.31018	393.19768	393.2	C21H31NO4S	CHNOS
2	555.3103	393.1978	393.2	C21H31NO4S	CHNOS
2	555.31024	393.19774	393.2	C21H31NO4S	CHNOS
2	555.3103	393.1978	393.2	C21H31NO4S	CHNOS
2	555.31024	393.19774	393.2	C21H31NO4S	CHNOS
2	555.3103	393.1978	393.2	C21H31NO4S	CHNOS
2	555.31024	393.19774	393.2	C21H31NO4S	CHNOS
2	555.31067	393.19817	393.2	C21H31NO4S	CHNOS
2	555.31018	393.19768	393.2	C21H31NO4S	CHNOS
2	555.31024	393.19774	393.2	C21H31NO4S	CHNOS
2	555.31024	393.19774	393.2	C21H31NO4S	CHNOS
2	555.3103	393.1978	393.2	C21H31NO4S	CHNOS
2	555.31024	393.19774	393.2	C21H31NO4S	CHNOS
2	555.3103	393.1978	393.2	C21H31NO4S	CHNOS
2	555.3103	393.1978	393.2	C21H31NO4S	CHNOS
2	555.31036	393.19786	393.2	C21H31NO4S	CHNOS
2	555.31036	393.19786	393.2	C21H31NO4S	CHNOS
3	555.31042	393.19792	393.2	C21H31NO4S	CHNOS
2	555.31042	393.19792	393.2	C21H31NO4S	CHNOS
2	555.31049	393.19799	393.2	C21H31NO4S	CHNOS
2	555.31049	393.19799	393.2	C21H31NO4S	CHNOS
2	555.31042	393.19792	393.2	C21H31NO4S	CHNOS
2	555.31061	393.19811	393.2	C21H31NO4S	CHNOS
2	555.31055	393.19805	393.2	C21H31NO4S	CHNOS
2	555.31067	393.19817	393.2	C21H31NO4S	CHNOS
2	555.31067	393.19817	393.2	C21H31NO4S	CHNOS
2	555.31067	393.19817	393.2	C21H31NO4S	CHNOS
2	555.31067	393.19817	393.2	C21H31NO4S	CHNOS
2	555.31122	393.19872	393.2	C21H31NO4S	CHNOS
6	555.31073	393.19823	393.2	C21H31NO4S	CHNOS
2	555.31067	393.19817	393.2	C21H31NO4S	CHNOS
2	555.31079	393.19829	393.2	C21H31NO4S	CHNOS
3	555.31073	393.19823	393.2	C21H31NO4S	CHNOS
2	555.31073	393.19823	393.2	C21H31NO4S	CHNOS
2	555.31079	393.19829	393.2	C21H31NO4S	CHNOS
2	555.31073	393.19823	393.2	C21H31NO4S	CHNOS
2	555.31073	393.19823	393.2	C21H31NO4S	CHNOS
2	555.31073	393.19823	393.2	C21H31NO4S	CHNOS
2	555.31079	393.19829	393.2	C21H31NO4S	CHNOS
2	555.31073	393.19823	393.2	C21H31NO4S	CHNOS
2	555.31201	393.19951	393.2	C21H31NO4S	CHNOS
3	555.31128	393.19878	393.2	C21H31NO4S	CHNOS
2	555.31085	393.19835	393.2	C21H31NO4S	CHNOS
2	555.31122	393.19872	393.2	C21H31NO4S	CHNOS
2	555.31085	393.19835	393.2	C21H31NO4S	CHNOS
2	555.31091	393.19841	393.2	C21H31NO4S	CHNOS
2	555.31097	393.19847	393.2	C21H31NO4S	CHNOS
2	555.31104	393.19854	393.2	C21H31NO4S	CHNOS
2	555.3111	393.1986	393.2	C21H31NO4S	CHNOS
2	555.31104	393.19854	393.2	C21H31NO4S	CHNOS
4	555.31293	393.20043	393.2	C21H31NO4S	CHNOS
2	555.31122	393.19872	393.2	C21H31NO4S	CHNOS
2	555.31122	393.19872	393.2	C21H31NO4S	CHNOS
2	555.31128	393.19878	393.2	C21H31NO4S	CHNOS
2	555.31134	393.19884	393.2	C21H31NO4S	CHNOS
2	555.3114	393.1989	393.2	C21H31NO4S	CHNOS
2	555.3114	393.1989	393.2	C21H31NO4S	CHNOS
2	555.3114	393.1989	393.2	C21H31NO4S	CHNOS
2	555.31146	393.19896	393.2	C21H31NO4S	CHNOS
2	555.31165	393.19915	393.2	C21H31NO4S	CHNOS
3	555.31354	393.20104	393.2	C21H31NO4S	CHNOS
2	555.31165	393.19915	393.2	C21H31NO4S	CHNOS
3	555.31171	393.19921	393.2	C21H31NO4S	CHNOS
2	555.31177	393.19927	393.2	C21H31NO4S	CHNOS
2	555.31183	393.19933	393.2	C21H31NO4S	CHNOS
3	555.31256	393.20006	393.2	C21H31NO4S	CHNOS
2	555.31293	393.20043	393.2	C21H31NO4S	CHNOS
2	555.31396	393.20146	393.2	C21H31NO4S	CHNOS
108	557.33002	395.21752	395.22	C21H33NO4S	CHNOS
597	557.32593	395.21343	395.21	C21H33NO4S	CHNOS
34	557.32001	395.20751	395.21	C21H33NO4S	CHNOS
19	557.32159	395.20909	395.21	C21H33NO4S	CHNOS
22	557.32648	395.21398	395.21	C21H33NO4S	CHNOS
51	557.32593	395.21343	395.21	C21H33NO4S	CHNOS
3	557.32941	395.21691	395.22	C21H33NO4S	CHNOS
3	557.32544	395.21294	395.21	C21H33NO4S	CHNOS
3	557.3252	395.2127	395.21	C21H33NO4S	CHNOS
2	557.3252	395.2127	395.21	C21H33NO4S	CHNOS
2	557.3252	395.2127	395.21	C21H33NO4S	CHNOS
2	557.32532	395.21282	395.21	C21H33NO4S	CHNOS
2	557.32526	395.21276	395.21	C21H33NO4S	CHNOS
9	557.32556	395.21306	395.21	C21H33NO4S	CHNOS
2	557.32556	395.21306	395.21	C21H33NO4S	CHNOS
2	557.3255	395.213	395.21	C21H33NO4S	CHNOS
2	557.3255	395.213	395.21	C21H33NO4S	CHNOS
2	557.32556	395.21306	395.21	C21H33NO4S	CHNOS
3	557.32562	395.21312	395.21	C21H33NO4S	CHNOS
2	557.32574	395.21324	395.21	C21H33NO4S	CHNOS
5	557.32629	395.21379	395.21	C21H33NO4S	CHNOS
2	557.32593	395.21343	395.21	C21H33NO4S	CHNOS
2	557.32605	395.21355	395.21	C21H33NO4S	CHNOS
2	557.32611	395.21361	395.21	C21H33NO4S	CHNOS
2	557.32617	395.21367	395.21	C21H33NO4S	CHNOS
2	557.32617	395.21367	395.21	C21H33NO4S	CHNOS
2	557.32611	395.21361	395.21	C21H33NO4S	CHNOS
4	557.32977	395.21727	395.22	C21H33NO4S	CHNOS
2	557.3266	395.2141	395.21	C21H33NO4S	CHNOS
2	557.3266	395.2141	395.21	C21H33NO4S	CHNOS
2	557.32684	395.21434	395.21	C21H33NO4S	CHNOS
2	557.32739	395.21489	395.21	C21H33NO4S	CHNOS
2	557.33002	395.21752	395.22	C21H33NO4S	CHNOS
2	612.5213	450.4088	450.41	C25H46B6OSi	CHBOSi
6	624.51971	462.40721	462.41	C32H50N2	CHN
2	624.51941	462.40691	462.41	C32H50N2	CHN
2	626.5368	464.4243	464.42	C26H52N6O	CHNO
4	640.51453	478.40203	478.4	C32H50N2O	CHNO
4	640.5163	478.4038	478.4	C32H50N2O	CHNO
2	640.5163	478.4038	478.4	C32H50N2O	CHNO
2	640.55127	478.43877	478.44	C27H54N6O	CHNO
2	640.55219	478.43969	478.44	C27H54N6O	CHNO
