ATTRIBUTE_antibiotics_YN	filename	MS_1697	MS_15121	MS_18116	MS_1976	MS_19774	MS_23767	MS_22584	MS_21720	MS_24112	MS_25227	MS_19201	MS_25922	MS_24345	MS_27100	MS_25642	MS_26845	MS_20303	MS_21761	MS_23950	MS_25113	MS_20431	MS_21769
No	SS18_RB6_01_7326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.33328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
No	SS249_RF3_01_7596	0.0	0.0	44.214855	0.0	0.0	410.31012	80.12889	0.0	503.54013	3726.8171	22.708645	289.33618	703.72894	832.28864	3863.4343	2819.3813	93.72031	82.51191	168.99582	170.64574	3.9511936	6.218198
No	SS253_RF7_01_7600	22.335865	0.0	44.65818	0.0	0.0	565.552	54.03562	0.0	636.57886	4637.856	16.127796	414.64902	878.2355	1608.3713	3947.0388	3776.6572	41.492516	39.113796	171.43916	164.27185	5.8848166	4.341568
No	SS290_RA11_01_7644	0.0	0.0	28.74834	0.0	0.0	299.72266	0.0	0.0	333.92056	979.0943	6.0767603	27.38656	451.0271	389.7015	1476.0281	986.4886	35.17327	34.81301	18.128029	67.61439	0.0	0.0
No	SS286_RA7_01_7640	0.0	0.0	0.0	0.0	0.0	327.4607	136.26898	0.0	378.33902	1293.9116	0.0	48.351097	497.84247	3529.5066	1695.9922	1371.7303	54.406925	26.326672	49.55074	90.83994	0.0	0.0
No	SS275_RH5_01_7624	29.730598	0.0	0.0	17.526203	0.0	446.78574	0.0	0.0	248.39957	2747.9893	2.8015027	415.48605	311.83704	1605.0643	2464.29	3379.049	38.740055	42.012466	227.3262	392.27716	4.4671	4.0019493
No	SS282_RA3_01_7636	0.0	0.0	20.487522	0.0	0.0	255.84644	144.16685	0.0	351.6681	1214.9945	0.0	84.016	809.49536	0.0	2889.1418	1325.6615	13.34246	50.05108	50.166473	121.10373	2.9226685	0.0
No	SS262_RG4_01_7610	312.16956	0.0	171.2726	9.065164	0.0	892.46136	28.873709	5.7159185	712.2781	4183.8096	140.38562	479.06787	852.8638	2011.82	3948.6392	2531.4521	422.7348	288.7967	156.77005	194.72972	3.3003225	7.273331
No	SS280_RA1_01_7634	0.0	0.0	46.55237	2.7873945	0.0	860.32654	246.83372	0.0	1040.0267	2439.6921	15.915585	102.82587	984.7386	53.10709	4782.0513	1801.8688	332.1254	193.63583	190.77406	147.12076	0.0	2.845634
No	SS254_RF8_01_7601	67.553566	0.0	48.81125	46.79932	0.0	827.76544	107.47736	0.0	572.8479	6808.524	11.003274	478.94403	1017.9517	1902.8241	5322.762	4298.462	11.722801	53.44618	332.99728	318.01456	5.943266	6.4461603
No	SS265_RG7_01_7613	12.083807	0.0	457.4328	3.9729102	31.949322	2877.9448	519.4559	0.0	2795.527	7496.1143	52.536575	686.39325	2682.0913	156.33911	7682.772	3638.3801	643.0066	617.4829	568.9183	299.70227	4.611614	8.968916
No	SS266_RG8_01_7614	0.0	0.0	348.67737	0.0	70.62306	2616.748	227.9536	0.0	3082.5632	8103.2524	368.1118	735.5829	1991.0278	68.04756	10949.156	3280.5955	934.2176	868.4589	496.93994	373.33734	2.930852	2.5491571
No	SS264_RG6_01_7612	11.260622	0.0	34.834843	8.739092	0.0	807.0965	76.077705	8.647545	859.6424	3668.5222	89.00881	352.85748	1364.1989	0.0	5436.5156	2401.9722	214.20999	146.93231	80.49339	181.8073	3.971273	7.584979
No	SS284_RA5_01_7638	0.0	0.0	0.0	0.0	0.0	299.30176	0.0	0.0	241.75308	1032.4902	11.538363	25.86967	379.60144	84.680176	1498.1975	1132.8468	130.1609	66.80361	54.123043	66.64258	0.0	0.0
No	SS270_RG12_01_7618	25.7965	0.0	78.135735	6.8072653	33.78981	1455.1416	76.74373	3.0267277	1997.013	3725.518	121.51902	275.77408	3263.3435	239.15071	8584.353	2685.256	513.2509	691.7002	287.85474	235.89145	0.0	11.796823
No	SS236_RE2_01_7582	74.127075	0.0	86.86166	24.009493	0.0	3455.9834	326.3667	0.0	4055.4033	15918.393	6.6050057	835.52094	6602.591	1142.2391	26361.53	8471.726	55.806828	207.62321	788.8247	602.8712	11.715873	4.210766
No	SS292_RB1_01_7647	0.0	0.0	0.0	0.0	0.0	41.508556	0.0	0.0	0.0	421.59055	0.0	39.101383	42.08107	0.0	438.2707	509.14066	13.602092	10.887119	12.993467	30.603416	0.0	2.8015027
No	SS252_RF6_01_7599	12.13784	0.0	116.145454	9.134998	0.0	525.8693	68.67605	0.0	619.6363	3165.48	39.935432	276.1688	798.75775	1063.8169	3783.1953	2768.523	92.11061	88.757324	99.38514	135.61392	4.119195	4.2412634
No	SS267_RG9_01_7615	307.6476	0.0	662.0493	14.996799	57.786537	2174.3164	256.8788	0.0	1786.4822	6103.8467	308.21426	446.77005	2573.05	107.836555	7107.734	4218.492	1184.9852	749.28894	286.90927	305.78683	3.9474578	13.6462
No	SS288_RA9_01_7642	9.411621	0.0	45.462406	0.0	0.0	822.6306	55.55332	0.0	907.79614	2272.793	50.97064	95.311455	1339.4908	54.987244	3366.9844	1531.9719	129.14717	118.69066	95.58893	106.26608	3.3965292	9.415716
No	SS278_RH8_01_7627	0.0	0.0	64.25579	0.0	0.0	555.1896	177.33841	0.0	501.38843	2187.1216	62.265438	277.01813	796.84515	145.71582	3572.7847	2863.3645	229.68849	169.90529	125.42401	182.99603	7.1977053	27.118158
No	SS300_RB9_01_7655	0.0	0.0	0.0	0.0	0.0	67.4578	1303.1168	0.0	0.0	407.71454	45.166542	29.765488	214.07025	0.0	1421.2474	1166.8269	114.8813	50.073196	16.884666	62.92044	7.834922	37.93045
No	SS289_RA10_01_7643	0.0	0.0	51.112152	0.0	0.0	475.65555	25.426762	0.0	519.89886	1323.4504	44.899014	44.056698	879.0285	901.9094	2383.8364	1017.8569	69.95531	71.817154	62.24047	65.42893	3.3214667	3.189367
No	SS306_RC3_01_7662	0.0	0.0	194.12604	2.8884993	0.0	513.308	183.24327	0.0	556.10364	2191.7864	34.845047	84.48266	650.6716	418.44617	2295.0947	1097.8698	818.4924	189.83192	103.28969	169.58493	0.0	0.0
No	SS308_RC5_01_7664	0.0	0.0	53.738308	0.0	0.0	390.59592	221.68568	0.0	379.37714	1751.3945	46.587948	69.901344	704.5277	0.0	1901.1388	1353.1427	281.28564	107.09201	32.42138	88.79567	8.880877	13.448954
No	SS291_RA12_01_7645	0.0	0.0	0.0	0.0	0.0	259.09824	0.0	0.0	302.72806	746.44604	39.00658	18.763077	510.1684	1671.0886	1281.0239	672.0316	22.971905	20.683287	10.019298	38.168724	0.0	4.660284
No	SS305_RC2_01_7661	0.0	0.0	148.46507	0.0	0.0	156.00224	143.32701	0.0	288.89383	1042.4603	34.95257	43.80229	472.00977	0.0	2299.3506	1324.6417	161.1104	78.74987	65.568504	101.48466	9.392426	0.0
No	SS273_RH3_01_7622	0.0	0.0	0.0	0.0	0.0	129.89435	0.0	0.0	0.0	492.0637	0.0	25.648499	158.11899	0.0	862.8948	755.4654	2.4899921	9.422639	15.590395	32.695442	0.0	0.0
No	SS315_RC12_01_7671	0.0	0.0	0.0	0.0	0.0	115.289276	125.24455	0.0	187.81969	878.48615	0.0	40.114437	375.96283	79.48134	1745.8356	935.5746	14.48251	32.509266	21.410341	72.115456	2.5127735	6.7346773
No	SS311_RC8_01_7667	0.0	0.0	0.0	0.0	0.0	175.36401	141.36885	0.0	234.25343	1492.1135	2.6522982	72.07809	641.67267	0.0	2253.965	2149.6294	49.856934	49.44787	13.399643	138.4768	11.155354	13.298176
No	SS304_RC1_01_7660	0.0	0.0	0.0	2.7638602	0.0	99.16058	147.06349	0.0	0.0	926.22614	0.0	63.302536	189.5428	101.9159	1084.5078	1038.4215	3.2850409	19.361866	12.61916	56.362427	2.6584067	7.5611897
No	SS298_RB7_01_7653	24.68491	0.0	0.0	3.6200948	0.0	62.783825	2519.1987	0.0	0.0	431.25818	2.9697723	59.303875	80.02143	1122.1799	762.7103	1211.265	3.430953	9.370414	29.071201	75.92928	12.716924	9.360029
No	SS281_RA2_01_7635	0.0	0.0	29.031223	0.0	0.0	346.61948	0.0	0.0	394.91632	737.14716	72.99729	9.401308	765.0064	292.94778	1707.6106	565.6572	78.29024	82.155266	41.032753	34.91839	14.453102	0.0
No	SS277_RH7_01_7626	0.0	0.0	290.2396	4.3133955	73.83325	8648.9	572.0084	0.0	8963.956	14316.811	14.944054	780.16315	11223.566	970.857	22052.357	4920.715	303.03336	858.5059	970.9575	859.7939	15.498415	12.299119
No	SS269_RG11_01_7617	64.11038	0.0	347.7749	9.946244	0.0	891.57684	306.10828	0.0	847.1736	3711.4387	287.19052	145.46219	478.1812	120.91345	3985.2737	2702.7285	2338.3257	677.7828	187.37181	199.77184	3.5088043	6.697746
No	SS294_RB3_01_7649	0.0	0.0	0.0	0.0	0.0	138.92882	0.0	0.0	0.0	923.58093	13.794222	60.56504	137.55501	78.784615	1021.7147	919.5687	43.64796	41.4071	35.306427	49.510155	2.8066063	2.9227066
No	SS307_RC4_01_7663	0.0	0.0	113.68872	0.0	0.0	371.3963	166.48457	0.0	478.7738	1342.332	71.77739	52.039482	523.9858	360.3102	1456.8313	1090.5148	908.7295	151.589	45.057095	76.316414	0.0	4.3292027
No	SS287_RA8_01_7641	0.0	0.0	38.468582	0.0	0.0	483.84164	0.0	0.0	457.70096	1663.6805	96.17368	44.431847	907.7185	2278.995	2532.909	1867.878	84.90434	106.87069	78.83102	160.93546	0.0	0.0
No	SS250_RF4_01_7597	9.142028	0.0	0.0	12.49132	28.079704	568.28357	0.0	0.0	745.6082	5395.887	2.8990946	343.17642	1262.2767	2073.8877	6017.836	3534.8193	4.7320414	10.975727	168.66565	172.29858	4.4347305	5.4700346
No	SS211_RC1_01_7555	411.79193	0.0	77.92305	228.85603	0.0	1620.449	23.74552	0.0	1834.3823	10107.852	17.197382	757.3741	2811.1501	3152.883	12736.328	5579.486	12.695175	6.552183	137.94832	366.30957	3.9803524	5.278046
No	SS214_RC4_01_7558	116.02636	0.0	0.0	156.9193	0.0	371.97565	26.296556	0.0	433.1727	6176.5303	3.70257	600.23737	254.40161	2236.8733	5198.936	5265.9043	8.541391	2.9221647	389.0863	220.24533	5.1411314	6.9652114
No	SS255_RF9_01_7602	0.0	0.0	0.0	0.0	0.0	83.048096	0.0	0.0	0.0	484.9363	2.5638356	66.254196	82.39267	1297.4115	943.79083	1536.2085	24.112934	11.332546	41.502644	137.35114	2.6352935	6.611264
No	SS213_RC3_01_7557	44.168934	0.0	0.0	99.2836	0.0	580.0786	0.0	0.0	631.9323	4370.5273	11.749575	506.34073	837.4664	2004.1722	3625.8884	3586.1042	3.7891045	6.521204	60.664604	81.652954	3.8401833	6.5158825
No	SS223_RD1_01_7568	32.557335	0.0	157.60347	0.0	0.0	151.0091	53.72687	0.0	235.00624	1337.719	3.1639237	87.16374	228.09143	3431.1106	1373.5135	1314.6399	53.204872	44.543564	75.076355	83.21666	2.8678684	2.7374983
No	SS215_RC5_01_7559	137.82076	0.0	12.356651	48.895866	0.0	421.74905	0.0	0.0	336.34113	3270.0066	9.2352915	335.50803	313.37698	1577.571	1898.0984	1803.9719	23.55907	4.7202635	73.544586	72.22948	9.29135	3.0393867
No	SS230_RD8_01_7575	27.590816	0.0	556.59155	5.843654	0.0	515.96893	875.1604	0.0	660.47205	3070.9377	91.73469	433.48465	748.30286	1722.089	3510.7773	1869.6688	3074.5933	505.86453	333.90057	261.42877	12.557819	12.409485
No	SS187_RA1_01_7529	258.80814	0.0	747.49835	11.189421	102.89499	2963.6086	247.34033	2.7216995	3233.6106	13448.461	125.08649	815.1503	1748.7646	2465.1897	14062.608	3611.7097	486.77103	781.88904	1044.1472	554.5269	5.5692487	3.9331892
No	SS231_RD9_01_7576	0.0	0.0	288.00174	0.0	0.0	102.7148	931.4191	0.0	0.0	812.1379	253.91872	176.15489	88.899376	0.0	1068.2781	467.9858	2164.0405	241.93639	82.329704	70.471375	2.9123626	0.0
No	SS228_RD6_01_7573	57.333447	0.0	136.72874	0.0	30.395966	513.6666	911.9791	0.0	666.3834	2270.8633	17.974766	280.18912	766.02954	60.22975	2684.8413	1552.1707	1616.2866	333.6781	308.10107	210.24945	7.409535	5.56717
No	SS204_RB6_01_7547	25.946093	0.0	63.750866	7.4744844	0.0	533.2922	51.329845	0.0	670.2104	3997.5596	32.8809	479.1407	662.09424	2529.2942	4306.8257	3671.2515	74.147804	111.98158	153.88985	145.60835	13.65893	9.424784
No	SS210_RB12_01_7553	19.17922	0.0	28.662542	7.384486	0.0	422.67462	0.0	0.0	563.02856	3391.604	7.304243	268.20392	531.57513	2300.378	3710.5876	2142.9946	17.643967	30.157728	98.302185	101.52	5.4384966	7.739768
No	SS225_RD3_01_7570	0.0	0.0	0.0	6.50016	0.0	32.828224	0.0	0.0	0.0	452.56308	0.0	18.86435	26.043175	131.12466	1218.5902	803.9062	0.0	0.0	14.775732	44.060986	0.0	2.5978496
No	SS229_RD7_01_7574	135.45944	0.0	277.64862	4.2522473	0.0	417.67886	388.95154	0.0	387.4714	2257.6438	27.919748	281.06146	385.769	372.26953	2090.3757	1851.4158	397.35736	146.06496	104.97433	100.848236	0.0	2.862628
No	SS188_RA2_01_7530	148.83998	0.0	76.199524	18.427113	0.0	537.7079	89.48866	0.0	536.8575	3681.631	4.2483587	237.84158	638.8196	2195.9153	3330.8591	3131.2383	86.442566	10.631153	167.98206	227.13492	17.378036	3.6034672
No	SS208_RB10_01_7551	39.98605	0.0	25.613777	14.280874	0.0	152.21498	0.0	0.0	0.0	1638.8369	3.2836561	31.814714	223.43591	2133.8132	1533.7666	1539.594	4.993637	7.083781	30.490517	66.60502	4.4788914	3.3534355
No	SS219_RC9_01_7563	267.96002	0.0	53.812294	48.359833	0.0	661.5826	198.55727	0.0	411.21445	4912.4946	12.574102	509.93393	661.80725	2114.794	3628.8271	4704.416	65.79306	33.277657	164.13747	229.90828	4.9663	4.5135803
No	SS216_RC6_01_7560	458.02814	0.0	0.0	203.54689	0.0	812.90674	30.029076	0.0	689.17615	6727.6255	2.8600078	586.0043	1023.4128	2994.712	4875.545	4372.548	3.9766452	0.0	593.5698	382.76678	3.2595332	12.021264
No	SS247_RF1_01_7594	0.0	0.0	28.969524	5.163246	0.0	200.29697	0.0	0.0	481.3796	813.7849	0.0	43.282585	426.91248	337.4884	1903.5168	644.69794	14.045943	34.038754	27.020931	35.925056	0.0	0.0
No	SS221_RC11_01_7565	18.658201	0.0	46.130306	14.962736	0.0	539.6652	308.76392	0.0	695.4958	4411.7124	11.224263	571.3098	457.51428	608.7934	4595.5894	4667.894	31.31148	21.584095	110.320984	101.58695	4.4571276	4.04747
No	SS251_RF5_01_7598	15.884954	0.0	46.41029	10.888615	0.0	234.66885	59.51927	0.0	279.6479	2033.3964	7.1221256	120.81139	397.7018	2343.0674	2132.5723	1850.9816	31.372246	23.859076	73.87665	105.36176	3.2410712	4.347787
No	SS274_RH4_01_7623	0.0	0.0	25.754133	0.0	0.0	594.0947	112.50206	0.0	789.9758	1836.3148	2.617218	59.124393	697.938	113.14851	2865.3677	944.03906	43.744194	89.34997	120.71129	84.40462	3.2410712	26.390472
No	SS272_RH2_01_7621	31.470612	0.0	0.0	2.8456964	0.0	56.28702	0.0	0.0	0.0	574.97424	0.0	67.85498	25.859627	107.30868	877.64374	1617.7655	71.59625	10.521241	33.905487	171.83063	7.109084	3.5788558
No	SS261_RG3_01_7609	18.080286	0.0	110.98574	5.3002496	0.0	798.7711	51.922535	0.0	730.9995	2159.238	24.736658	144.30182	763.23694	0.0	2516.2942	1513.4253	201.82697	192.46542	127.30782	103.215576	0.0	3.368529
No	SS238_RE4_01_7584	504.34317	0.0	429.17413	12.793919	0.0	815.34656	425.49503	0.0	799.48975	6486.249	265.6829	594.14825	911.78754	3225.2344	4760.179	4263.3965	1289.2716	227.7827	286.4658	263.4407	6.2191324	5.937542
No	SS239_RE5_01_7585	11.597185	0.0	72.91908	0.0	0.0	1296.2751	283.3779	0.0	1553.9946	5367.859	96.070335	527.7589	2082.8418	875.551	7983.4697	3451.6545	322.86096	167.77934	200.29369	255.30238	4.347787	0.0
No	SS256_RF10_01_7603	0.0	0.0	55.74445	0.0	0.0	29.641518	87.48895	0.0	0.0	357.56183	3.284998	53.52147	21.624224	71.06673	715.0521	679.89514	36.06492	34.09423	42.83979	46.316017	0.0	3.6793382
No	SS268_RG10_01_7616	14.522009	0.0	263.34854	31.539845	0.0	841.5047	71.35884	0.0	720.12366	1807.1488	165.05971	59.788567	977.5574	556.99634	2583.5112	1213.1511	2323.8562	662.5254	53.962505	61.486412	7.664612	18.794092
No	SS241_RE7_01_7587	0.0	0.0	0.0	0.0	0.0	607.1992	30.914791	0.0	373.53116	2362.6375	22.879047	480.0976	377.8083	416.8103	1766.3109	1458.9446	68.164215	49.98855	24.987207	109.27183	7.543495	7.9169497
No	SS209_RB11_01_7552	237.1338	0.0	129.38011	14.663213	0.0	1413.7948	111.82432	0.0	1703.0587	9116.447	103.179665	616.1596	2254.7092	3115.8342	9288.296	5533.8164	132.3399	132.87556	227.28894	247.67331	5.1076603	5.6212707
No	SS237_RE3_01_7583	78.74295	0.0	0.0	15.067797	0.0	718.5145	11.763587	0.0	858.0332	7081.574	9.135931	514.2047	612.2078	1996.6056	6228.2764	5622.1157	4.2633104	8.58206	165.99916	185.45265	3.8401833	7.4514017
No	SS263_RG5_01_7611	0.0	0.0	0.0	0.0	0.0	241.97285	170.4617	0.0	268.63928	845.76733	0.0	24.193966	302.1027	467.77432	883.8893	598.9736	28.980839	43.657005	32.882977	18.626686	3.0911088	2.5127406
No	SS248_RF2_01_7595	0.0	0.0	0.0	5.335039	0.0	123.543045	0.0	0.0	181.46402	1678.7574	0.0	145.58386	342.26724	3033.6367	1838.993	1549.1653	13.585445	0.0	44.50356	44.47576	2.9207828	4.321974
No	SS224_RD2_01_7569	20.75513	0.0	29.65299	166.21902	0.0	517.1747	138.4256	0.0	354.5593	4112.97	4.410439	343.08163	643.5796	3494.3164	3925.8445	4705.5215	46.82692	26.861502	138.95677	275.98633	11.53494	12.679261
No	SS226_RD4_01_7571	160.90315	0.0	80.53117	6.1151934	0.0	1556.2512	592.53424	0.0	2032.423	2016.6016	16.150017	168.9674	649.47296	429.61746	74.35808	949.99854	624.0701	487.9509	1165.2351	163.68228	6.858756	7.3485518
No	SS227_RD5_01_7572	523.47406	0.0	517.6151	10.101473	29.482996	134.475	1754.6573	2.8117833	198.9371	988.21234	500.46875	237.39395	271.03906	108.116905	1095.6227	1109.9576	3713.0188	299.7027	262.3083	171.25209	13.042072	14.779983
No	SS260_RG2_01_7608	0.0	0.0	0.0	3.8027449	0.0	495.41455	18.803385	0.0	508.37396	1300.302	0.0	64.41083	808.25433	0.0	1864.4581	886.0895	47.5595	77.40012	58.828255	63.84229	0.0	0.0
No	SS191_RA5_01_7533	76.96822	0.0	109.35472	43.81813	29.832	1001.1427	160.41507	0.0	1192.9783	5524.4077	4.278942	274.93143	1566.242	1205.448	8001.9736	3610.63	67.39285	98.83648	202.44118	186.18742	2.9092789	2.6644983
No	SS279_RH9_01_7628	0.0	0.0	57.744373	0.0	0.0	978.4493	139.99963	0.0	875.43146	2679.76	311.04062	74.04317	1851.96	1654.4695	5954.7524	2233.5894	266.5107	234.98149	20.922022	118.98511	9.198784	3.5094097
No	SS276_RH6_01_7625	245.06639	0.0	47.301426	65.475494	0.0	776.3347	63.37567	0.0	763.02234	4510.859	12.710527	416.93924	387.34406	2320.733	4477.917	3372.651	50.75617	76.5192	229.14478	232.67352	2.8339806	2.507784
No	SS359_RG8_01_7719	0.0	0.0	24.052887	7.02079	0.0	268.93307	44.767277	0.0	230.8307	1888.3225	73.19157	73.117935	447.7127	71.995255	2407.623	2739.568	224.01624	75.72221	52.551132	128.26637	4.970773	6.4491167
No	SS362_RG11_01_7722	59.609222	0.0	0.0	17.563148	0.0	607.63336	0.0	0.0	783.90643	3690.3032	2.90802	304.1622	1320.3169	155.94533	6059.3525	2450.2095	16.525133	118.68969	146.42763	176.79875	3.63839	4.049645
No	SS364_RH1_01_7725	403.27237	0.0	0.0	11.418491	0.0	621.4383	114.17637	123.69468	474.38037	2581.3188	2.6657515	257.5178	772.3717	0.0	3595.5728	2413.8936	37.1472	118.08189	152.36867	203.28384	13.652231	14.571923
No	SS367_RH4_01_7728	23.556427	0.0	41.878925	4.957038	0.0	338.8226	114.626335	34.858177	390.59927	1336.0905	32.92123	49.824245	404.4238	154.1562	1267.7222	1085.2166	321.73264	235.64275	83.95618	79.93359	4.6570435	6.859434
